term,score
shirking,4.216395324324493
erebos,4.216395324324493
perceived,4.216395324324493
meonia,4.216395324324493
lykon,4.216395324324493
ennomos,4.216395324324493
meonians,4.216395324324493
ashamed,4.216395324324493
ascends,4.216395324324493
pigeon,4.216395324324493
counseling,4.216395324324493
trito,4.216395324324493
marshaled,4.216395324324493
quarreled,4.216395324324493
particularly,4.216395324324493
alkimos,4.216395324324493
promises,4.216395324324493
scream,4.216395324324493
koiranos,4.216395324324493
although,4.216395324324493
versed,4.216395324324493
physician,4.216395324324493
scoured,4.216395324324493
alarmed,4.216395324324493
alkmene,4.216395324324493
aitioi,4.216395324324493
promising,4.216395324324493
property,4.216395324324493
pylaimenes,4.216395324324493
lashes,4.216395324324493
phylakos,4.216395324324493
cracked,4.216395324324493
graceful,4.216395324324493
gripped,4.216395324324493
epistrophos,4.216395324324493
projecting,4.216395324324493
aggrieved,4.216395324324493
future,4.216395324324493
dies,4.216395324324493
gorges,4.216395324324493
crushing,4.216395324324493
amiss,4.216395324324493
agreed,4.216395324324493
kissês,4.216395324324493
ahead,4.216395324324493
vaunts,4.216395324324493
promakhos,4.216395324324493
daimones,4.216395324324493
ainos,4.216395324324493
almighty,4.216395324324493
koön,4.216395324324493
loin,4.216395324324493
iphitos,4.216395324324493
iphiklos,4.216395324324493
haimon,4.216395324324493
augeas,4.216395324324493
encourage,4.216395324324493
pities,4.216395324324493
harassed,4.216395324324493
sails,4.216395324324493
family,4.216395324324493
train,4.216395324324493
fears,4.216395324324493
contradicts,4.216395324324493
decrees,4.216395324324493
consummate,4.216395324324493
exploit,4.216395324324493
gladden,4.216395324324493
overthrown,4.216395324324493
enjoyed,4.216395324324493
hardship,4.216395324324493
wended,4.216395324324493
wounding,4.216395324324493
ruth,4.216395324324493
autumn,4.216395324324493
bargain,4.216395324324493
endow,4.216395324324493
trickster,4.216395324324493
risk,4.216395324324493
paeonian,4.216395324324493
mess,4.216395324324493
phainops,4.216395324324493
envoys,4.216395324324493
incite,4.216395324324493
realms,4.216395324324493
assured,4.216395324324493
wedding,4.216395324324493
phalanxes,4.216395324324493
bacchus,4.216395324324493
wealthiest,4.216395324324493
desolate,4.216395324324493
directly,4.216395324324493
expect,4.216395324324493
thumos,4.216395324324493
prothoenor,4.216395324324493
prays,4.216395324324493
abydos,4.216395324324493
isos,4.216395324324493
overshadow,4.216395324324493
yard,4.216395324324493
gatehouse,2.8109302162163288
runaway,2.8109302162163288
perform,2.8109302162163288
center,2.8109302162163288
stave,2.8109302162163288
hindrance,2.8109302162163288
dock,2.8109302162163288
scold,2.8109302162163288
scouring,2.8109302162163288
specially,2.8109302162163288
spearsmen,2.8109302162163288
den,2.8109302162163288
starts,2.8109302162163288
chided,2.8109302162163288
scud,2.8109302162163288
philotês,2.8109302162163288
rises,2.8109302162163288
deprived,2.8109302162163288
crystal,2.8109302162163288
gallop,2.8109302162163288
gallops,2.8109302162163288
daily,2.8109302162163288
general,2.8109302162163288
pherai,2.8109302162163288
robbing,2.8109302162163288
glorify,2.8109302162163288
stables,2.8109302162163288
savages,2.8109302162163288
staggered,2.8109302162163288
sprinkling,2.8109302162163288
ghosts,2.8109302162163288
ghastly,2.8109302162163288
spreads,2.8109302162163288
roughly,2.8109302162163288
gets,2.8109302162163288
offend,2.8109302162163288
splendor,2.8109302162163288
chalice,2.8109302162163288
renowned,2.8109302162163288
decency,2.8109302162163288
decide,2.8109302162163288
sangarios,2.8109302162163288
despair,2.8109302162163288
carnage,2.8109302162163288
desires,2.8109302162163288
spleen,2.8109302162163288
hindermost,2.8109302162163288
philoi,2.8109302162163288
dealing,2.8109302162163288
delicately,2.8109302162163288
ganymede,2.8109302162163288
cure,2.8109302162163288
gorging,2.8109302162163288
demands,2.8109302162163288
cauconians,2.8109302162163288
daunt,2.8109302162163288
divides,2.8109302162163288
scent,2.8109302162163288
perjure,2.8109302162163288
rooms,2.8109302162163288
doubting,2.8109302162163288
garlands,2.8109302162163288
scheme,2.8109302162163288
robs,2.8109302162163288
helos,2.8109302162163288
stabled,2.8109302162163288
delivers,2.8109302162163288
olbos,2.8109302162163288
sleeps,2.8109302162163288
disc,2.8109302162163288
overshadowed,2.8109302162163288
conversation,2.8109302162163288
hammering,2.8109302162163288
woodmen,2.8109302162163288
frenzied,2.8109302162163288
disdain,2.8109302162163288
skyros,2.8109302162163288
convulsively,2.8109302162163288
disfigured,2.8109302162163288
cooped,2.8109302162163288
columns,2.8109302162163288
copper,2.8109302162163288
ruing,2.8109302162163288
pages,2.8109302162163288
shower,2.8109302162163288
showers,2.8109302162163288
climbing,2.8109302162163288
cleverly,2.8109302162163288
rescuing,2.8109302162163288
slung,2.8109302162163288
formed,2.8109302162163288
reserve,2.8109302162163288
shielded,2.8109302162163288
physicians,2.8109302162163288
forgo,2.8109302162163288
pick,2.8109302162163288
resolute,2.8109302162163288
obeying,2.8109302162163288
revealed,2.8109302162163288
returns,2.8109302162163288
retreated,2.8109302162163288
fortress,2.8109302162163288
outvie,2.8109302162163288
conceive,2.8109302162163288
pining,2.8109302162163288
overhanging,2.8109302162163288
commit,2.8109302162163288
retire,2.8109302162163288
compete,2.8109302162163288
skins,2.8109302162163288
completed,2.8109302162163288
considering,2.8109302162163288
clots,2.8109302162163288
skies,2.8109302162163288
contain,2.8109302162163288
handle,2.8109302162163288
skamandrios,2.8109302162163288
handful,2.8109302162163288
pleasantly,2.8109302162163288
owners,2.8109302162163288
owner,2.8109302162163288
owned,2.8109302162163288
concert,2.8109302162163288
otos,2.8109302162163288
revenged,2.8109302162163288
discretion,2.8109302162163288
contented,2.8109302162163288
pit,2.8109302162163288
severity,2.8109302162163288
severs,2.8109302162163288
phocaeans,2.8109302162163288
phoceans,2.8109302162163288
soothe,2.8109302162163288
headstrong,2.8109302162163288
criers,2.8109302162163288
crossing,2.8109302162163288
sensible,2.8109302162163288
sepulcher,2.8109302162163288
sole,2.8109302162163288
clamor,2.8109302162163288
hears,2.8109302162163288
hearty,2.8109302162163288
forgive,2.8109302162163288
curbed,2.8109302162163288
hekamede,2.8109302162163288
design,2.8109302162163288
descended,2.8109302162163288
seaside,2.8109302162163288
roasting,2.8109302162163288
roadside,2.8109302162163288
glories,2.8109302162163288
soundly,2.8109302162163288
diving,2.8109302162163288
omened,2.8109302162163288
rival,2.8109302162163288
oozing,2.8109302162163288
peasants,2.8109302162163288
serene,2.8109302162163288
clansmen,2.8109302162163288
respected,2.8109302162163288
conveyed,2.8109302162163288
opinion,2.8109302162163288
sharing,2.8109302162163288
couple,2.8109302162163288
pant,2.8109302162163288
respecting,2.8109302162163288
smothered,2.8109302162163288
smiths,2.8109302162163288
dikê,2.8109302162163288
smashing,2.8109302162163288
smashed,2.8109302162163288
rhigmos,2.8109302162163288
furs,2.8109302162163288
pin,2.8109302162163288
divination,2.8109302162163288
grows,2.8109302162163288
orb,2.8109302162163288
determined,2.8109302162163288
determine,2.8109302162163288
shared,2.8109302162163288
grateful,2.8109302162163288
opheltios,2.8109302162163288
serviceable,2.8109302162163288
heavenwards,2.8109302162163288
groveling,2.8109302162163288
groveled,2.8109302162163288
furnace,2.8109302162163288
settling,2.8109302162163288
forage,2.8109302162163288
agelaos,2.8109302162163288
rare,2.8109302162163288
awaits,2.8109302162163288
enriched,2.8109302162163288
titaresios,2.8109302162163288
tithonos,2.8109302162163288
maion,2.8109302162163288
ended,2.8109302162163288
encouraging,2.8109302162163288
visible,2.8109302162163288
aesopos,2.8109302162163288
balios,2.8109302162163288
fastenings,2.8109302162163288
fasten,2.8109302162163288
vesture,2.8109302162163288
agastrophos,2.8109302162163288
ties,2.8109302162163288
laodokos,2.8109302162163288
violation,2.8109302162163288
leaf,2.8109302162163288
encouraged,2.8109302162163288
askania,2.8109302162163288
askanios,2.8109302162163288
valleyed,2.8109302162163288
lagging,2.8109302162163288
isandros,2.8109302162163288
treading,2.8109302162163288
pry,2.8109302162163288
treating,2.8109302162163288
atymnios,2.8109302162163288
tongued,2.8109302162163288
augeae,2.8109302162163288
preceding,2.8109302162163288
aigai,2.8109302162163288
minister,2.8109302162163288
towns,2.8109302162163288
trained,2.8109302162163288
rattle,2.8109302162163288
lawns,2.8109302162163288
autonoos,2.8109302162163288
tmolos,2.8109302162163288
pteleum,2.8109302162163288
informed,2.8109302162163288
thicknesses,2.8109302162163288
exclaimed,2.8109302162163288
thinks,2.8109302162163288
prosper,2.8109302162163288
wagged,2.8109302162163288
begging,2.8109302162163288
impelled,2.8109302162163288
recognize,2.8109302162163288
embroidering,2.8109302162163288
thenceforward,2.8109302162163288
vowing,2.8109302162163288
visored,2.8109302162163288
marshaling,2.8109302162163288
recall,2.8109302162163288
visiting,2.8109302162163288
encircler,2.8109302162163288
incline,2.8109302162163288
advantage,2.8109302162163288
flaring,2.8109302162163288
voyage,2.8109302162163288
vile,2.8109302162163288
bared,2.8109302162163288
leaps,2.8109302162163288
exchanged,2.8109302162163288
indomitable,2.8109302162163288
throes,2.8109302162163288
instead,2.8109302162163288
baby,2.8109302162163288
bathykles,2.8109302162163288
infuriated,2.8109302162163288
baulked,2.8109302162163288
lyktos,2.8109302162163288
afforded,2.8109302162163288
mistake,2.8109302162163288
misfortune,2.8109302162163288
afford,2.8109302162163288
feeds,2.8109302162163288
reconciled,2.8109302162163288
infused,2.8109302162163288
befell,2.8109302162163288
real,2.8109302162163288
anxiety,2.8109302162163288
maniac,2.8109302162163288
upraised,2.8109302162163288
unworthy,2.8109302162163288
kteatos,2.8109302162163288
feeble,2.8109302162163288
erichthonios,2.8109302162163288
klymene,2.8109302162163288
khalkodon,2.8109302162163288
astynoos,2.8109302162163288
quells,2.8109302162163288
puts,2.8109302162163288
underneath,2.8109302162163288
uneasy,2.8109302162163288
kills,2.8109302162163288
laogonos,2.8109302162163288
preparing,2.8109302162163288
kardamyle,2.8109302162163288
kapys,2.8109302162163288
unaided,2.8109302162163288
kephissos,2.8109302162163288
untrue,2.8109302162163288
unwashed,2.8109302162163288
alkmaon,2.8109302162163288
pyraikhmes,2.8109302162163288
eudoros,2.8109302162163288
knossos,2.8109302162163288
ambuscade,2.8109302162163288
amphios,2.8109302162163288
klonios,2.8109302162163288
epikles,2.8109302162163288
unrighteous,2.8109302162163288
klea,2.8109302162163288
amarynkeus,2.8109302162163288
manage,2.8109302162163288
ankaios,2.8109302162163288
anthea,2.8109302162163288
unloose,2.8109302162163288
unmolested,2.8109302162163288
prodigious,2.8109302162163288
unperceived,2.8109302162163288
amaze,2.8109302162163288
menos,2.8109302162163288
aristos,2.8109302162163288
arkesilaos,2.8109302162163288
arkhelokhos,2.8109302162163288
especial,2.8109302162163288
arkheptolemos,2.8109302162163288
akheloos,2.8109302162163288
menesthios,2.8109302162163288
assarakos,2.8109302162163288
kallikolone,2.8109302162163288
rancor,2.8109302162163288
menaced,2.8109302162163288
railer,2.8109302162163288
kaletor,2.8109302162163288
fastest,2.8109302162163288
kaineus,2.8109302162163288
vanished,2.8109302162163288
value,2.8109302162163288
middlemost,2.8109302162163288
valorously,2.8109302162163288
lag,2.8109302162163288
preside,2.8109302162163288
lasted,2.8109302162163288
aisyetes,2.8109302162163288
areilykos,2.8109302162163288
argue,2.8109302162163288
twilight,2.8109302162163288
alarm,2.8109302162163288
jut,2.8109302162163288
justly,2.8109302162163288
upshot,2.8109302162163288
alalkomene,2.8109302162163288
truce,2.8109302162163288
meets,2.8109302162163288
utterance,2.8109302162163288
enraged,2.8109302162163288
tumbling,2.8109302162163288
arching,2.8109302162163288
using,2.8109302162163288
triumphant,2.8109302162163288
useless,2.8109302162163288
approach,2.8109302162163288
brimming,2.8109302162163288
net,2.8109302162163288
subjection,2.8109302162163288
wildly,2.8109302162163288
wildfire,2.8109302162163288
success,2.8109302162163288
bragging,2.8109302162163288
strung,2.8109302162163288
wilderness,2.8109302162163288
narrowly,2.8109302162163288
browed,2.8109302162163288
breastplates,2.8109302162163288
refusing,2.8109302162163288
horrors,2.8109302162163288
wriggling,2.8109302162163288
hobbled,2.8109302162163288
brushwood,2.8109302162163288
brute,2.8109302162163288
hits,2.8109302162163288
bristles,2.8109302162163288
ebbed,2.8109302162163288
worshipped,2.8109302162163288
horrid,2.8109302162163288
suffuse,2.8109302162163288
suggestions,2.8109302162163288
suited,2.8109302162163288
thersilokhos,2.8109302162163288
boisterous,2.8109302162163288
neglecting,2.8109302162163288
brilliantly,2.8109302162163288
wrack,2.8109302162163288
withies,2.8109302162163288
wrangling,2.8109302162163288
needed,2.8109302162163288
bravery,2.8109302162163288
wrap,2.8109302162163288
humans,2.8109302162163288
willfully,2.8109302162163288
hum,2.8109302162163288
hugely,2.8109302162163288
woo,2.8109302162163288
podagros,2.8109302162163288
podaleirios,2.8109302162163288
zelea,2.8109302162163288
lets,2.8109302162163288
sticks,2.8109302162163288
stillness,2.8109302162163288
noted,2.8109302162163288
notch,2.8109302162163288
remounted,2.8109302162163288
strengthened,2.8109302162163288
careless,2.8109302162163288
carelessness,2.8109302162163288
remorseless,2.8109302162163288
steam,2.8109302162163288
leukos,2.8109302162163288
steeled,2.8109302162163288
sternness,2.8109302162163288
lifeless,2.8109302162163288
sustained,2.8109302162163288
hissed,2.8109302162163288
lined,2.8109302162163288
polyneikes,2.8109302162163288
bullock,2.8109302162163288
exposed,2.8109302162163288
relied,2.8109302162163288
eyebrows,2.8109302162163288
yearling,2.8109302162163288
story,2.8109302162163288
relentless,2.8109302162163288
wronged,2.8109302162163288
straining,2.8109302162163288
yards,2.8109302162163288
straits,2.8109302162163288
dull,2.8109302162163288
buy,2.8109302162163288
bygones,2.8109302162163288
follows,2.8109302162163288
noemon,2.8109302162163288
liar,2.8109302162163288
stop,2.8109302162163288
facile,2.8109302162163288
temper,2.8109302162163288
fleeter,2.8109302162163288
action,2.8109302162163288
acquit,2.8109302162163288
swoon,2.8109302162163288
protection,2.8109302162163288
talaos,2.8109302162163288
reflecting,2.8109302162163288
reddened,2.8109302162163288
pore,2.8109302162163288
swarms,2.8109302162163288
swart,2.8109302162163288
swayed,2.8109302162163288
boils,2.8109302162163288
populous,2.8109302162163288
iasos,2.8109302162163288
welfare,2.8109302162163288
losing,2.8109302162163288
wayfarer,2.8109302162163288
swarmed,2.8109302162163288
exhaustion,2.8109302162163288
